NOMREG;NOMDEP;NOM DU MUSEE;ADR;CP;VILLE;SITWEB
MIDI-PYRENEES;TARN;Musée des Beaux-Arts;Avenue Dom-Vayssette;81600;GAILLAC;Site de la ville www.ville-gaillac.fr
MIDI-PYRENEES;TARN;Musée Départemental du Textile;Rue de la Rive;81270;LA-BASTIDE-ROUAIROUX;http://musee-textile.tarn.fr
MIDI-PYRENEES;TARN;Musée du Pays Vaurais;1, rue Jouxaygues;81500;LAVAUR;www.musees-midi-pyrenees.fr/musees/musee-du-pays-vaurais
MIDI-PYRENEES;TARN;Musée Raymond Lafage;10, Rue Victor Mazies;81310;LISLE-SUR-TARN;www.ville-lisle-sur-tarn.fr - http://musee.lislesurtarn.over-blog.fr/
MIDI-PYRENEES;TARN;Musée du Pays Rabastinois;"Mairie de Rabastens
2, Rue Amédée Clausade";81800;RABASTENS;Site de la région : www.musees-midi-pyrenees.fr/musees/musee-du-pays-rabastinois
MIDI-PYRENEES;TARN-ET-GARONNE;Musée du Vieil Auvillar;"Mairie
Place de la Halle";82340;AUVILLAR;www.auvillar.com
MIDI-PYRENEES;TARN-ET-GARONNE;Musée Théodore Calbet;15, Rue Jean de Comère;82170;GRISOLLES;www.museecalbet.com
MIDI-PYRENEES;TARN-ET-GARONNE;Musée des arts et traditions populaires;4, Rue de l'Abbaye;82200;MOISSAC;
MIDI-PYRENEES;TARN-ET-GARONNE;Musée d'Histoire Naturelle Victor Brun;2, Place Antoine Bourdelle;82000;MONTAUBAN;www.museum.montauban.com/
MIDI-PYRENEES;TARN-ET-GARONNE;Musée Ingres;BP 752;82013;MONTAUBAN;www.montauban.com
MIDI-PYRENEES;TARN-ET-GARONNE;Musée de Préhistoire;"Hôtel de Ville
Place de la Mairie";82140;SAINT-ANTONIN-NOBLE-VAL;Site de la ville : www.saint-antonin-noble-val.com
NORD-PAS-DE-CALAIS;NORD;Musée Théophile Jouglet;215, Avenue Anatole-France;59410;ANZIN;site de la ville ou www.mediatheque-anzin.fr
NORD-PAS-DE-CALAIS;NORD;Musée d'Histoire et d'Archéologie;BP 90;59440;AVESNES-SUR-HELPE;http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee
NORD-PAS-DE-CALAIS;NORD;Musée Benoît de Puydt;24, Rue du Musée;59270;BAILLEUL;Site de la ville
NORD-PAS-DE-CALAIS;NORD;Forum Antique de Bavay, Musée Archéologique du Département du Nord;Allée Chanoine Henri Biévelet;59570;BAVAY;http://forumantique.lenord.fr/fr/Accueil.aspx
NORD-PAS-DE-CALAIS;NORD;Musée du Mont-de-Piété;1, Rue du Mont-de-Piété;59380;BERGUES;www.musee-bergues.fr
NORD-PAS-DE-CALAIS;NORD;Musée de l'Ostrevant;192, rue Edouard Lalo;59111;BOUCHAIN;http://museedostrevant.canalblog.com/
NORD-PAS-DE-CALAIS;NORD;Musée Municipal de Cambrai;15, Rue de l'Epée;59400;CAMBRAI;www.villedecambrai.com/culture/musee.html
NORD-PAS-DE-CALAIS;NORD;Musée Diocésain d'Art Sacré;"Service de la conservation du patrimoine culturel
11, Rue du Grand Séminaire - CS 80149";59403;CAMBRAI;www.liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html ou http://archives.cathocambrai.com/
NORD-PAS-DE-CALAIS;NORD;Musée Départemental de Flandre;"26 Grand Place 
B.P. 38";59670;CASSEL;http://museedeflandre.lenord.fr/fr/Accueil.aspx
NORD-PAS-DE-CALAIS;NORD;Musée d'Archéologie et d'Histoire Locale;9, Place Wilson;59220;DENAIN;Site de la ville - www.ville-denain.fr
NORD-PAS-DE-CALAIS;NORD;Musée de la Chartreuse;130, Rue des Chartreux;59500;DOUAI;www.museedelachartreuse.fr
NORD-PAS-DE-CALAIS;NORD;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;"Jardin des Sculptures
Avenue de Bains";59140;DUNKERQUE;http://www.muséesdunkerque.wb.st
NORD-PAS-DE-CALAIS;NORD;Musée Portuaire;"Entrepôt des Tabacs
9, Quai de la Citadelle";59140;DUNKERQUE;www.museeportuaire.fr
NORD-PAS-DE-CALAIS;NORD;Musée des Beaux-Arts;"Place du Général de Gaulle
B.P. 4212";59378;DUNKERQUE;http://www.musenor.com/gm/dunker1.htm
NORD-PAS-DE-CALAIS;NORD;Musée Municipal d'Escaudain;Rue Paul Bert;59124;ESCAUDAIN;http//clec.free.fr
NORD-PAS-DE-CALAIS;NORD;Ecomusée de la Région;"Place Maria Blondeau
B.P. 65";59612;FOURMIES;www.ecomusee-avesnois.fr
NORD-PAS-DE-CALAIS;NORD;Musée du Dessin et de l'Estampe Originale;"Château Arsenal
Place Charles Valentin";59820;GRAVELINES;www.ville-gravelines.fr
NORD-PAS-DE-CALAIS;NORD;Musée Municipal d'Hazebrouck;"Ancien Couvent des Augustins
Place Georges Degroote";59190;HAZEBROUCK;site de la ville
NORD-PAS-DE-CALAIS;NORD;Musée Départemental Matisse;Palais Fénelon;59360;LE CATEAU-CAMBRESIS;www.cg59.fr ou www.tourisme-lecateau.fr/museematisse
NORD-PAS-DE-CALAIS;NORD;Musée de la Mine - Centre Historique Minier;"Fosse Delloye
B.P. 39";59287;LEWARDE;www.chm-lewarde.com
NORD-PAS-DE-CALAIS;NORD;Musée d'Histoire Naturelle et de Géologie;19, rue de Bruxelles;59000;LILLE;www.mairie-lille.fr
NORD-PAS-DE-CALAIS;NORD;Musée de l'Hospice Comtesse;32, Rue de la Monnaie;59800;LILLE;www.mairie-lille.fr ou http://www.pba-lille.fr/spip.php?article167
NORD-PAS-DE-CALAIS;NORD;Palais des Beaux-Arts de Lille;18, bis rue de Valmy;59000;LILLE;www.pba-lille.fr ou site de la mairie http://www.mairie-lille.fr
NORD-PAS-DE-CALAIS;NORD;Musée d'Histoire Locale de Marchiennes;Rue Corbineau;59870;MARCHIENNES;www.officedetourismemarchiennes.fr
NORD-PAS-DE-CALAIS;NORD;Musée Henri Boez;"Hôtel de ville
BP 269";59607;MAUBEUGE;www.musenor.com
NORD-PAS-DE-CALAIS;NORD;La Piscine - Musée d'Art et d'Industrie André Diligent;24, rue des Champs;59100;ROUBAIX;www.roubaix-lapiscine.com
NORD-PAS-DE-CALAIS;NORD;Musée Municipal;"Tour Abbatiale
Grand- Place";59230;SAINT-AMAND-LES-EAUX;Site de la ville
NORD-PAS-DE-CALAIS;NORD;Musée-Atelier du Verre;"1, Rue du général de Gaulle
B.P. 2";59216;SARS-POTERIES;site du département - www.nordmag.com
NORD-PAS-DE-CALAIS;NORD;MUba Eugène Leroy/Tourcoing;2, Rue Paul Doumer;59200;TOURCOING;www.muba-tourcoing.fr/
NORD-PAS-DE-CALAIS;NORD;Musée des Beaux-Arts;Boulevard Watteau;59300;VALENCIENNES;www.valenciennes.fr(culture/musee)
NORD-PAS-DE-CALAIS;NORD;LAM - Lille Métropole Musée d'Art Moderne d'Art Contemporain et d'Art Brut;1, Allée du Musée;59650;VILLENEUVE-D'ASCQ;www.musee-lam.fr
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée des Beaux-Arts;"Ancienne Abbaye Saint-Vaast
22, Rue Paul Doumer";62000;ARRAS;www.musenor.org ou www.arras.fr/culture/musee-des-beaux-arts.html
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée Communautaire Opale-Sud;60, Rue de l'Impératrice;62600;BERCK-SUR-MER;www.opale-sud.com
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée Régional d'Ethnologie;211, avenue Kennedy;62400;BETHUNE;Site de la ville
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Château-Musée de Boulogne-Sur-Mer;Rue de Bernet;62200;BOULOGNE-SUR-MER;www.ville-boulogne-sur-mer.fr/château-musee ou  musenor
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Muséum d'Histoire Naturelle;115, Boulevard Eurvin;62317;BOULOGNE-SUR-MER;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée des Beaux-Arts et de la Dentelle;25, rue Richelieu;62100;CALAIS;www.musee.calais.fr
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée de la Céramique;"Rue Jean Macé
B.P. 107";62240;DESVRES;www.musee-ceramique-desvres.com
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée Quentovic;8, Place du Général de Gaulle;62630;ETAPLES-SUR-MER;www.musee-quentovic.fr/
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée d'Histoire et d'Archéologie;50, rue André Deprez;62440;HARNES;Site de la ville : www.ville-harnes.fr/Patrimoine
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée Municipal;Avenue du Golf;62520;LE TOUQUET-PARIS-PLAGE;www.letouquet.com ou http://www.letouquet-musee.com/
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Louvre-Lens;"Rue Paul Bert
B.P. 11";62301;LENS;www.louvrelens.fr
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée d'Art et d'Histoire Roger Rodière;Hôtel Saint-Walloy;62170;MONTREUIL-SUR-MER;www.2p2m.org
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée de l'Hôtel Sandelin;14, Rue Carnot;62500;SAINT-OMER;www.musees-ville-saint-omer.com
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée Henri Dupuis;9, Rue Henri Dupuis;62500;SAINT-OMER;m3.dnsalias.com/sandelin - http://www.musenor.com/Les-Musees/Saint-Omer-Musee-Henri-Dupuis
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée Municipal Bruno Danvin;"Hôtel de Ville
B.P. 40109";62166;SAINT-POL-SUR-TERNOISE;Site de la ville www.ville-saintpolsurternoise.fr/
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Musée Jean-Charles Cazin;84, Grand' Place Foch;62830;SAMER;site de la ville - www.villesamer.fr
NORMANDIE (BASSE);CALVADOS;Musée du Débarquement;Place du 6 Juin;14117;ARROMANCHES;www.musee-arromanches.fr
NORMANDIE (BASSE);CALVADOS;Musée d'Art et d'Histoire Baron Gérard;37 rue du Bienvenu;14400;BAYEUX;www.bayeuxmuseum.com/mahb.html
NORMANDIE (BASSE);CALVADOS;Musée Langlois;"Mairie
13, rue du Paradis";14950;BEAUMONT-EN-AUGE;
NORMANDIE (BASSE);CALVADOS;Musée de la Poste et des Techniques de communication;52, Rue Saint-Pierre;14000;CAEN;www.caen.fr/museedelaposte/
NORMANDIE (BASSE);CALVADOS;Musée de la Société des Antiquaires;;14000;CAEN;
NORMANDIE (BASSE);CALVADOS;Musée de Normandie;Le Château;14000;CAEN;www.musee-de-normandie.eu
NORMANDIE (BASSE);CALVADOS;Musée des Beaux-Arts;Le Château;14000;CAEN;www.mba.caen.fr
NORMANDIE (BASSE);CALVADOS;Mémorial de Caen;"Esplanade Dwight Eisenhower
B.P. 6261";14066;CAEN;www.memorial.caen.fr
NORMANDIE (BASSE);CALVADOS;Musée d'Initiation à la Nature;Enceinte de l'Hôtel de ville;14027;CAEN;http://cpievdo.fr/cpie-presentation-environnement/musee-d-initiation-a-la-nature - site de la région
NORMANDIE (BASSE);CALVADOS;Musée d'Ethnographie et d'Arts Populaires et Musée de la Marine;"Musée du Vieux Honfleur
B.P. 60082";14603;HONFLEUR;Site de la ville
NORMANDIE (BASSE);CALVADOS;Musée Eugène Boudin;"Place Erik-Satie
B.P. 80049";14602;HONFLEUR;www.musees-honfleur.fr - www.ville-honfleur.fr
NORMANDIE (BASSE);CALVADOS;Musée de la Mine;Rue de la Fosse Frandemiche;14330;LE MOLAY-LITTRY;www.ville-molay-littry.fr
NORMANDIE (BASSE);CALVADOS;Musée de la Meunerie - Moulin de Marcy;Moulin de Marcy;14330;LE MOLAY-LITTRY;www.ville-molay-littry.fr
NORMANDIE (BASSE);CALVADOS;Musée d'Art et d'Histoire de Lisieux;38, Boulevard Pasteur;14100;LISIEUX;www.ville-lisieux.fr/23-Musee-d-Art-et-d-Histoire.html
NORMANDIE (BASSE);CALVADOS;Château de Saint-Germain de Livet;"Pôle Muséal Lisieux Pays d'Auge
38, Boulevard Louis Pasteur - B.P. 26020";14106;LISIEUX;www.lintercom.fr
NORMANDIE (BASSE);CALVADOS;Musée Municipal;107, rue Grande;14290;ORBEC;site de la mairie - http://www.mairie-orbec.fr
NORMANDIE (BASSE);CALVADOS;Musée du Château;Château de Pontécoulant;14110;PONTECOULANT;www.condeintercom.fr
NORMANDIE (BASSE);CALVADOS;Musée des Techniques Fromagères;Rue Saint Benoît;14170;SAINT-PIERRE-SUR-DIVES;
NORMANDIE (BASSE);CALVADOS;Musée de la Bataille de Tilly-Sur-Seulles 1944;Chapelle Notre Dame du Val;14250;TILLY-SUR-SEULLES;museetilly.free.fr ou www.tilly1944.fr
NORMANDIE (BASSE);CALVADOS;Musée de Trouville - Villa Montebello;64, Rue du Général Leclerc;14360;TROUVILLE-SUR-MER;www.trouville.fr/pages/03maville/culture.html
NORMANDIE (BASSE);CALVADOS;Musée et Sites archéologiques de Vieux-la-Romaine;13, Chemin Haussé;14930;VIEUX;Site du conseil général
NORMANDIE (BASSE);CALVADOS;Paléospace;"Avenue Jean Moulin
B.P. 6";14640;VILLERS-SUR-MER;www.paleospace-villers.fr
NORMANDIE (BASSE);CALVADOS;Musée Municipal;"2, Place Sainte-Anne
B.P. 62";14502;VIRE 02;http://www.cc-vire.fr/web/le_musee.html
NORMANDIE (BASSE);MANCHE;Musée Municipal d'Avranches;Place Jean de Saint Avit;50300;AVRANCHES;
NORMANDIE (BASSE);MANCHE;Maison de la Pomme et de la Poire;La Logeraie;50720;BARENTON;www.parc-naturel-normandie-maine.fr ou www.musees-basse-normandie.fr
NORMANDIE (BASSE);MANCHE;Musée du Vieux Château;Place de la Mairie;50260;BRICQUEBEC;www.mairie-bricquebec.fr/
NORMANDIE (BASSE);MANCHE;Musée de l'Abbaye;"Parvis de l'Abbatiale
Rue des Sangles";50680;CERISY-LA-FORET;
NORMANDIE (BASSE);MANCHE;Musée de la Guerre et de la Libération;"Fort du Roule
Montée des Résistants";50100;CHERBOURG-OCTEVILLE;www.ville-cherbourg.fr
NORMANDIE (BASSE);MANCHE;Musée Thomas Henry;4, Rue Vastel;50100;CHERBOURG-OCTEVILLE;www.ville-cherbourg.fr
NORMANDIE (BASSE);MANCHE;Muséum Emmanuel Liais;"Parc Emmanuel Liais
19, ter rue Bonhomme";50100;CHERBOURG-OCTEVILLE;Site de la ville - www.ville-cherbourg.fr
NORMANDIE (BASSE);MANCHE;Musée Quesnel-Morinière;2, Rue Quesnel-Morinière;50200;COUTANCES;www.ville-coutances.fr/musee.php
NORMANDIE (BASSE);MANCHE;Musée Municipal;"Hôtel de ville
Place Hippolyte Mars
B.P. 29";50120;EQUEURDREVILLLE-HAINEVILLE;www.equeurdreville.com
NORMANDIE (BASSE);MANCHE;Musée du Vieux Granville;2, Rue Lecarpentier;50400;GRANVILLE;www.ville-granville.fr (site de la ville)
NORMANDIE (BASSE);MANCHE;Musée Richard Anacréon;Place de l'Ithsme - La Haute Ville;50400;GRANVILLE;www.ville-granville.fr
NORMANDIE (BASSE);MANCHE;Musée Christian Dior;"Villa les Rhumbs
Route d'Estouteville";50400;GRANVILLE;www.museechristiandior.com
NORMANDIE (BASSE);MANCHE;Musée du Bocage Normand, ferme du bois Jugan;"Ferme de Boisjugan
Boulevard de la Commune";50000;SAINT-LO;www.saint-lo.fr
NORMANDIE (BASSE);MANCHE;Musée des Beaux-Arts;"Centre Culturel Jean Lurçat
Place du Champ de Mars";50000;SAINT-LO;
NORMANDIE (BASSE);MANCHE;Musée du Granit;Le Bourg;50670;SAINT-MICHEL-DE-MONTJOIE;www.sitesetmusees.cg50.fr
NORMANDIE (BASSE);MANCHE;Musée Barbey d'Aurevilly;66, Rue Bottin Desylles;50390;SAINT-SAUVEUR-LE-VICOMTE;www.stlo.unicaen.fr/museebarbeydaurevilly
NORMANDIE (BASSE);MANCHE;Musée Maritime de l'Ile de Tatihou;"Ile Tatihou
B.P. 3";50550;SAINT-VAAST-LA-HOUGUE;http://tatihou.manche.fr
NORMANDIE (BASSE);MANCHE;Ferme-Musée du Cotentin;Chemin de Beauvais;50480;SAINTE-MERE-EGLISE;
NORMANDIE (BASSE);MANCHE;Musée du Château;Place Charles de Gaulle;50160;TORIGNI-SUR-VIRE;
NORMANDIE (BASSE);MANCHE;Musée Régional du Cidre et du Calvados;Rue du Petit Versailles;50700;VALOGNES;Site de la Mairie : www.mairie-valognes.fr
NORMANDIE (BASSE);MANCHE;Musée de la Poeslerie;"Cour du Foyer
25, Rue Général Huard";50800;VILLEDIEU-LES-POELES;www.museesvilledieu.sitew.com
NORMANDIE (BASSE);ORNE;Musée des Beaux-Arts et de la Dentelle;Cour Carrée de la Dentelle;61000;ALENCON;www.paysdalencontourisme.com/musee-beaux-arts-dentelle-alencon_784_fr.html
NORMANDIE (BASSE);ORNE;Musée du Château de Flers;"Avenue du Château
B.P. 229";61104;FLERS;www.flers-agglomeration.fr/57-le-musee-du-chateau.htm
NORMANDIE (BASSE);ORNE;Musée Municipal d'Archéologie;"Service Patrimoine
44, Place Fulbert de Beina";61300;L'AIGLE;www.ville-laigle.fr
NORMANDIE (BASSE);ORNE;Musée Municipal - Musée du Jouet;32, Rue de la Victoire;61600;LA FERTE-MACE;site de la ville
NORMANDIE (BASSE);ORNE;Musée du Percheron;3, Rue du Portail Saint-Denis;61400;MORTAGNE-AU-PERCHE;
NORMANDIE (BASSE);ORNE;Musée Départemental des Arts et Traditions Populaires du Perche;Prieuré de Sainte-Gaubruge;61130;SAINT-CYR LA ROSIERE;www.ecomuseeduperche.fr
NORMANDIE (BASSE);ORNE;Musée Départemental d'Art Sacré;Place du Général de Gaulle;61500;SEES;www.cg61.fr/musee-art-religieux-sees.html
NORMANDIE (HAUTE);EURE;Musée Municipal;"Ancien logis Abbatial
Place Guillaume de Volpiano";27300;BERNAY;Site de la ville - www.ville-bernay27.fr
NORMANDIE (HAUTE);EURE;Musée du Verre et de la Pierre;"Route de Sainte-Marguerite
B.P. 73";27190;CONCHES-EN-OUCHE;www.musees-haute-normandie.fr ou site de la ville
NORMANDIE (HAUTE);EURE;Musée de l'Ancien Evêché;"Direction des affaires culturelles
B.P. 186";27001;EVREUX;www.evreux.fr (site de la ville) ou www.musees-haute-normandie.fr
NORMANDIE (HAUTE);EURE;Musée Artisanal et Industriel d'Instruments à Vent;2, Rue d'Ivry;27750;LA COUTURE-BOUSSEY;http://www.lacoutureboussey.com/default.asp?file=pg25-1_fr
NORMANDIE (HAUTE);EURE;Musée Municipal Nicolas Poussin;Rue Sainte-Clotilde;27700;LES ANDELYS;www.museenicolaspoussin.fr
NORMANDIE (HAUTE);EURE;Musée Municipal;"19, Rue Pierre Mendes France
B.P. 621";27400;LOUVIERS;Site des musées de Haute-Normandie ou site de la ville
NORMANDIE (HAUTE);EURE;Musée Alfred Canel;84, Rue de la République;27500;PONT-AUDEMER;www.ville-pont-audemer.fr ou www.musee-haute-normandie.fr
NORMANDIE (HAUTE);EURE;Musée Alphonse-Georges Poulain;12, Rue du Pont;27200;VERNON;site de la ville www.ville-vernon27.fr/musee/
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Municipal;"Hôtel de Ville
Place de la Libération";76360;BARENTIN;Site de la ville : www.ville-barentin.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Pavillon Flaubert;"18, Quai Gustave Flaubert
Dieppedalle-Croisset";76380;CANTELEU;www.litterature-lieux.com/fiche-site-80.htm - Site des musées de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Maison des Templiers;1, Rue Thomas-Bazin;76490;CAUDEBEC-EN-CAUX;site des musées de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Musée de la Marine de Seine;"Avenue Winston Churchill
B.P. 3";76490;CAUDEBEC-EN-CAUX;www.pnr-seine-normande.com ou site de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Château-Musée de Dieppe;Rue de Chastes;76200;DIEPPE;www.mairie-dieppe.fr ou www.musees-haute-normandie.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée d'Elbeuf;"La Fabrique des Savoirs - LA CREA
7 cours Gambetta";76500;ELBEUF;www.la-crea.fr ou Site des musées de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Louis-Philippe du Château d'Eu;Place d'Orléans;76260;EU;www.louis-philippe.eu - www.ville-eu.fr ou site des musées de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Musée des Arts & de l'Enfance;21, Rue Alexandre Legros;76400;FECAMP;http://www.fecamp.com
NORMANDIE (HAUTE);SEINE-MARITIME;Musée des Pêcheries, Cité des Terre-Neuvas;3, Quai Capitaine Jean Recher;76400;FECAMP;Sites de la ville et des musées de Haute-Normandie
NORMANDIE (HAUTE);SEINE-MARITIME;Musée du Prieuré;"Mairie d'Harfleur
50, Rue de la République 
B.P. 97";76700;HARFLEUR;site de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Muséum d'Histoire Naturelle;Place du Vieux Marché;76600;LE HAVRE;www.museum-lehavre.fr ou site de la ville
NORMANDIE (HAUTE);SEINE-MARITIME;Musée du Prieuré de Graville;1, Rue Elisée Reclus;76600;LE HAVRE;Site de la ville -  www.ville-lehavre.fr
NORMANDIE (HAUTE);SEINE-MARITIME;La Maison de l'Armateur;"3, Quai de l'Ile
(Quartier Saint-François)";76600;LE HAVRE;Site de la ville - www.ville-lehavre.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée d'Art Moderne André Malraux - MuMa;2, boulevard Clemenceau;76600;LE HAVRE;www.muma-lehavre.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée de l'Hôtel Dubocage de Bléville;1, Rue Jérôme Bellarmarto;76600;LE HAVRE;Site de la ville : www.ville-lehavre.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Départemental Pierre Corneille;502, Rue Pierre Corneille;76650;LE PETIT-COURONNE;www.museepierrecorneille.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Municipal;"Communauté de commune Caux Vallée de Seine
Allée du Catillon
B.P. 20062";76170;LILLEBONNE;site des musées de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Musée des Traditions et Arts Normands;Château de Martainville;76116;MARTAINVILLE-EPREVILLE;www.chateaudemartainville.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée des Sapeurs-Pompiers de France;Rue Baron Bigot;76710;MONTVILLE;www.musee-sapeurs-pompiers.org - www.mairie-montville.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Mathon-Durand;Grande rue St-Pierre;76270;NEUFCHATEL-EN-BRAY;site des musées de la région
NORMANDIE (HAUTE);SEINE-MARITIME;Ecomusée de la Basse-Seine;"Maison du Parc Naturel Régional des Boucles de la Seine Normande - Hameau de l'Eglise
B.P. 13";76940;NOTRE-DAME-DE-BLIQUETUIT;Site des musées de la région ou www.pnr-seine-normande.com/
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Industriel de la Corderie Vallois;185, Route de Dieppe;76960;NOTRE-DAME-DE-BONDEVILLE;www.corderievallois.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée National de l'Education;"CANOPE
6, Rue de Bihorel";76000;ROUEN;www.reseau-canope.fr/musee/
NORMANDIE (HAUTE);SEINE-MARITIME;Musée des Antiquités de la Seine-Maritime;198, Rue Beauvoisine;76000;ROUEN;www.museedesantiquites.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Flaubert et d'Histoire de la Médecine;"Ancien Hôtel-Dieu
51, rue de Lecat";76000;ROUEN;http://www.rouen.fr/medecine ou http://www3.chu-rouen.fr/Internet/connaitreCHU/culture/musee_flaubert
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Le Secq des Tournelles;2, rue Jacques Villon;76000;ROUEN;www.rouen-musees.com
NORMANDIE (HAUTE);SEINE-MARITIME;Muséum d'Histoire Naturelle;198, Rue Beauvoisine;76000;ROUEN;Site de la ville
NORMANDIE (HAUTE);SEINE-MARITIME;Musée de la Céramique;1, rue Faucon;76000;ROUEN;www.rouen-musees.com
NORMANDIE (HAUTE);SEINE-MARITIME;Musée des Beaux-Arts;1, Place restout;76000;ROUEN;www.rouen-musees.com
NORMANDIE (HAUTE);SEINE-MARITIME;Musée-Maison Natale Pierre Corneille;"Bibliothèques de Rouen
3, rue Jacques Villon";76043;ROUEN 1;Site des musées de la région ou www.rouen.fr/corneille ou www.rouen-histoire.com/Corneille/
NORMANDIE (HAUTE);SEINE-MARITIME;Association de l'Horlogerie Aliermontaise;"Ville de Saint-Nicolas d'Aliermont
B.P. 13";76510;SAINT-NICOLAS-D'ALIERMONT;www.musee-horlogerie-aliermont.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Victor Hugo;Quai Victor Hugo;76490;VILLEQUIER;www.museevictorhugo.fr
NORMANDIE (HAUTE);SEINE-MARITIME;Musée Municipal des Ivoires;"Office de Tourisme d'Yvetot et sa Région
8, Place Maréchal Joffre";76190;YVETOT;Site de l'OT - www.tourisme-yvetot.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée des Marais Salant;29 bis, Rue Pasteur;44740;BATZ-SUR-MER;www.cap-atlantique.fr/tourisme-loisirs/Musee/
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée de la Fève, Crèches et Traditions Populaires;2,  Place Jean Guihard;44130;BLAIN;www.musee-de-blain.fr/accueil2.htm
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée du Pays de Retz;"6, Rue des Moines
B.P. 14";44580;BOURGNEUF-EN-RETZ;www.museepaysderetz.com
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée Municipal;"Hôtel de ville
B.P. 189";44146;CHATEAUBRIANT;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée du Pays de Guérande et de la Porte Saint Michel;"Porte Saint-Michel
CS 85139";44351;GUERANDE;site de la ville - www.ville-guerande.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée du Vignoble Nantais;82, Rue Pierre Abélard;44330;LE PALLET;www.musee-vignoble-nantais.eu
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée des Beaux-Arts de Nantes;10, Rue Georges Clémenceau;44000;NANTES;www.museedesbeauxarts.nantes.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Muséum d'Histoire Naturelle de Nantes;12, Rue Voltaire;44000;NANTES;www.museum.nantes.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée du Château des Ducs de Bretagne;4, Place Marc Elder;44000;NANTES;www.château-nantes.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée  Départemental Dobrée;"18, Rue Voltaire
B.P. 40 415";44004;NANTES 1;www.loire-atlantique.fr ou www.cg44.fr ou www.culture.cg44.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musées du Parc Naturel Régional de Brière;177, Île de Fedrun;44720;SAINT-JOACHIM;www.parc-naturel-briere.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Musée du Chaume/Kerhinet - PNR Brière;Village de Kerhinet;44410;SAINT-LYPHARD;www.parc-naturel-briere.fr
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;Maison de l'Eclusier /Parc Naturel Régional de Brière;"Rozé
Place des Eclusiers";44550;SAINT-MALO DE GUERSAC;www.parc-naturel-briere.fr
